age,gender,department,years,performance,jobsat,income,distance,attrition
48,Male,Human Resources,19,2.4207364391253257,4.584995769944296,40853.0,22.6,1
46,Male,Human Resources,8,3.0708873422140686,2.7953749113173947,58105.0,13.6,0
61,Male,Research & Development,3,2.2518458135107764,3.842782162546806,46463.0,1.7,0
45,Male,Sales,14,2.0880360402022475,1.9761169863645192,67530.0,7.7,0
48,Male,Sales,8,3.0936951657247884,4.199957984466252,95850.0,4.1,0
52,Male,Human Resources,7,3.941719718222206,4.379576097815624,31503.0,10.7,0
51,Male,Sales,9,2.756667745211894,2.6157598407222418,50130.0,1.8,0
57,Male,Research & Development,6,2.549403717955681,2.1734765847930086,44177.0,15.9,0
25,Male,Sales,11,2.43279694033239,1.8233577579144953,31571.0,1.7,0
40,Female,Sales,10,2.5066159407559914,3.4014042055582983,35126.0,12.1,0
46,Female,Research & Development,13,2.8443248357689837,3.8346098508664435,31862.0,25.1,0
40,Male,Sales,20,2.617234068320947,3.7903388133320086,67641.0,5.1,1
50,Male,Research & Development,16,4.263930052257394,3.3670800394804212,33262.0,1.1,0
49,Female,Human Resources,16,2.3271165436652677,3.3132827678414056,82738.0,4.8,1
31,Male,Sales,4,2.777135212951705,2.718266560775263,60497.0,24.5,0
47,Male,Research & Development,16,2.8946407931129228,2.831594581796551,33133.0,10.2,1
52,Male,Sales,15,2.641788559423878,3.5271569949948227,32179.0,5.8,0
38,Male,Sales,3,3.4190676124177592,3.019737427859526,117162.0,2.1,0
51,Female,Research & Development,9,3.2504721271250285,1.9870524955664568,46245.0,4.4,0
27,Male,Sales,8,3.0187397182979208,3.047650929367449,68760.0,10.4,0
45,Male,Research & Development,17,3.2007270098394667,4.717334538987327,42449.0,34.8,0
47,Female,Sales,12,3.935504577099935,2.9829128484823646,46520.0,4.4,0
46,Female,Sales,3,3.391958980800638,2.348842666321737,69327.0,5.7,0
44,Male,Research & Development,13,2.573785869838262,1.3562546583687236,93817.0,41.2,0
42,Male,Research & Development,19,3.570342634136604,1.9750203868318323,35400.0,36.8,0
63,Male,Research & Development,17,2.8102004118977884,1.2015976287972825,48506.0,1.0,1
47,Female,Sales,4,2.4085147084137297,2.068701939582098,32244.0,2.3,0
52,Female,Human Resources,13,2.8853714127196266,4.457522448810575,38307.0,5.0,1
60,Female,Sales,3,2.9852550277323666,3.412459394736583,41534.0,7.3,0
47,Male,Sales,10,3.058232831559728,4.507863837283766,145229.0,6.9,0
44,Male,Research & Development,17,3.1229182986179405,1.546479045496149,39014.0,22.4,1
54,Male,Human Resources,13,3.129000247489494,2.102636895431682,31634.0,0.6,0
43,Female,Research & Development,11,3.9178094032381745,2.694178110159166,72141.0,3.4,0
54,Male,Human Resources,8,3.1757707863435836,3.605350040846498,47100.0,11.8,0
60,Female,Sales,8,2.540148650222303,3.549077528543994,38710.0,2.0,0
39,Female,Research & Development,20,2.7531905293834114,2.1463624515225166,94011.0,2.8,1
49,Male,Sales,10,2.873562270900834,5.0,38312.0,14.2,0
46,Male,Sales,7,3.106910444374875,2.725295407485323,54723.0,27.9,0
65,Male,Research & Development,3,2.7074235578330312,2.9630185820009323,40381.0,1.1,0
53,Male,Sales,14,3.3196300642051013,2.823352463557207,102634.0,6.2,1
35,Male,Research & Development,3,3.0221942289793224,3.418576584553951,104682.0,2.6,0
56,Male,Research & Development,3,3.0454856917962028,4.106542991064737,65293.0,1.8,0
42,Female,Research & Development,13,3.5609455023015393,4.990972663456971,31304.0,2.7,0
45,Female,Sales,12,2.21059163817356,4.092996890276491,73412.0,1.7,1
35,Male,Research & Development,14,3.0393988178333005,4.501726361536714,67638.0,1.6,0
39,Male,Research & Development,11,3.1243392819983398,2.12687801766073,53837.0,2.5,0
38,Female,Research & Development,14,2.694976700259027,3.887609041655967,66331.0,11.4,1
64,Female,Sales,4,2.8014313615264936,1.385019088511773,56772.0,15.6,0
44,Male,Sales,5,3.041454379510076,3.2502390031548796,39172.0,10.8,0
61,Female,Research & Development,2,2.579035803263505,2.4244217889578095,49614.0,2.9,0
54,Female,Research & Development,19,3.3689992354704037,2.153142729676376,71246.0,14.4,1
47,Female,Sales,13,2.438074896334249,3.263662226360415,52376.0,16.0,1
44,Female,Sales,19,3.3484557259562635,1.7937762670089221,97425.0,1.5,0
54,Female,Human Resources,19,2.7903692839169336,4.3113831924850174,43931.0,3.5,0
47,Male,Sales,2,2.5102309617828067,3.5082298895775126,37105.0,7.7,0
36,Female,Research & Development,14,3.0014588331605356,2.8776510299071365,64034.0,26.1,0
36,Male,Research & Development,13,3.7312016889220154,3.2557399201737645,34075.0,3.0,0
55,Female,Research & Development,7,1.925624134221562,3.3307891450962672,56072.0,13.9,0
39,Female,Research & Development,13,3.341769119231309,1.5199657995372953,119794.0,13.7,1
54,Male,Research & Development,20,3.3381709348503468,2.2565958677467135,37106.0,13.4,1
47,Female,Human Resources,11,3.3131205092715095,1.392590002595572,40120.0,10.5,0
44,Female,Research & Development,1,3.4502289723589485,3.9107778267078896,55784.0,7.7,0
49,Female,Research & Development,4,2.905492918757682,1.7831639513758344,63261.0,8.9,0
40,Female,Research & Development,7,2.8432340772005245,2.2366540304820344,31060.0,10.0,0
48,Male,Sales,3,2.7846212989431467,2.840508867355295,49215.0,7.7,0
27,Female,Sales,9,3.540122262506465,2.1583464592087633,37942.0,18.1,0
45,Female,Human Resources,14,2.8086905531075987,3.8474721645228396,30511.0,4.5,0
52,Male,Sales,12,3.271312370309114,2.450074405628971,40179.0,0.5,0
32,Male,Sales,7,3.581785425750319,3.841596835288489,80221.0,2.3,0
44,Male,Research & Development,19,2.0761589485163197,1.5016044691258146,99564.0,1.5,1
58,Female,Human Resources,9,2.9459491236072757,2.0668856142158294,37290.0,20.2,0
46,Female,Research & Development,1,2.075627460323361,3.451189382531399,35032.0,4.3,0
26,Male,Research & Development,17,2.9008583484634904,3.9037273346726464,46772.0,6.0,0
52,Female,Sales,17,2.4126708739683003,2.913210955757858,39847.0,14.2,0
42,Male,Sales,4,3.2629689464304676,1.1933223429036197,183829.0,14.6,0
49,Female,Research & Development,1,3.5427976053173853,3.63849527244428,76365.0,20.9,0
31,Female,Research & Development,2,3.5141606173685984,4.346443492825197,50278.0,6.6,0
51,Male,Research & Development,15,3.852551560810704,2.705026143030715,37328.0,4.9,0
52,Female,Human Resources,2,3.270704101989541,1.4683659320852975,125604.0,17.7,0
29,Male,Sales,9,2.5741393006624356,3.625511464205627,51503.0,1.0,0
32,Female,Sales,9,3.2704881105436048,1.7043548668786945,106137.0,0.5,0
63,Female,Sales,18,2.9708063713027903,4.129620417821115,33763.0,9.2,1
27,Female,Sales,17,3.358319504753702,1.0,50980.0,5.5,0
42,Male,Human Resources,19,2.6734368371019404,5.0,54586.0,12.2,0
34,Female,Human Resources,11,2.557191769777155,4.20490099381879,31555.0,2.1,0
53,Male,Sales,15,2.38383707573708,1.4252980081509208,54487.0,7.1,0
52,Male,Research & Development,1,3.1241707441777367,1.773478501982173,36636.0,2.8,0
54,Female,Sales,6,2.4950556402577755,1.86734263308873,67203.0,18.6,0
40,Female,Human Resources,14,2.449136936550309,3.1409392099439892,69793.0,2.2,1
35,Male,Sales,12,3.2695300663594473,4.094014391599774,49020.0,5.1,0
51,Male,Sales,18,3.079612500577551,3.1955644926283227,30285.0,19.8,1
49,Female,Sales,15,2.909826781647818,3.2197699559071817,35328.0,0.9,0
44,Male,Research & Development,5,3.1098276774185205,3.117882337092933,97324.0,7.0,0
57,Male,Research & Development,7,2.8631419334542296,3.922689965849382,36101.0,9.6,1
55,Male,Sales,8,3.4242676113159263,2.499413307345936,55160.0,0.9,0
44,Female,Sales,7,1.9800355297896173,1.7073860454686058,34313.0,5.3,0
53,Male,Sales,2,3.1764376107423344,2.8313745938410517,36415.0,18.3,0
50,Female,Human Resources,7,2.9221712536690636,1.7042838847209065,45985.0,5.1,0
42,Female,Research & Development,2,2.8675617846742347,3.589486609059592,60947.0,3.7,0
41,Male,Sales,17,2.3145575014586077,3.6982530989571933,38813.0,0.5,1
55,Male,Sales,15,3.8563787149991215,3.0714381863914073,50743.0,0.9,0
41,Female,Human Resources,9,3.0008342060954973,2.261525020811188,33250.0,19.3,0
46,Male,Sales,10,3.005334441050719,2.579697972083853,35063.0,8.3,0
34,Female,Research & Development,17,3.7943520747683195,2.2712498098337823,38291.0,0.5,0
48,Male,Research & Development,4,3.284421110285937,2.738662810405198,67098.0,23.8,0
25,Female,Sales,9,3.0346002652145043,4.013264631649289,31083.0,0.5,0
65,Male,Research & Development,14,2.993609940882517,3.7951730065871336,87060.0,3.6,0
44,Female,Sales,7,3.0337146227996667,3.268639166611421,109975.0,9.3,0
57,Female,Sales,12,3.3024393067170665,4.201409541075128,30515.0,52.8,0
45,Female,Sales,3,3.2653600121308406,3.837987433198422,34646.0,1.7,0
37,Female,Research & Development,1,2.436733375643499,4.064825180058207,47361.0,16.7,0
69,Male,Sales,6,2.32704859686051,2.5492512587855547,38119.0,8.8,0
40,Female,Research & Development,2,2.927807620690922,3.570029362620436,55436.0,10.1,0
45,Male,Human Resources,2,3.509540541153739,3.4254221843420463,187148.0,3.0,0
39,Male,Sales,18,3.205051910450782,2.2889489900847577,38821.0,39.5,0
55,Male,Research & Development,16,2.67655970986897,2.513446569006419,50067.0,7.4,0
67,Male,Sales,17,3.0821287116480005,2.972619516726835,47747.0,11.7,1
60,Male,Research & Development,1,1.8196084190702773,1.9057149291029156,61664.0,8.2,1
49,Female,Research & Development,17,3.276042990702618,1.6232311171068567,44689.0,5.6,0
65,Female,Research & Development,14,3.4739294954914444,1.0,86666.0,4.8,0
48,Male,Research & Development,20,2.9345651807150235,4.155081793403108,70111.0,7.2,0
37,Male,Research & Development,15,2.4877402013921603,3.8127781427143055,61564.0,4.0,0
47,Male,Sales,8,2.916458174249515,3.7001768727163116,36624.0,12.3,0
37,Male,Sales,7,2.317409554671577,4.311726413626974,40867.0,10.3,0
49,Male,Sales,15,2.1919359207072726,3.984721231551803,68830.0,4.9,0
51,Male,Research & Development,2,2.15294745410395,2.7354160051906486,98170.0,1.7,0
60,Male,Sales,18,2.630183927683944,3.018873352486893,87962.0,1.6,1
62,Female,Sales,6,3.9396028047611007,2.0604182250525716,65940.0,4.2,0
50,Male,Research & Development,9,3.128288907494807,3.1895760016915577,42809.0,8.2,0
39,Male,Sales,8,2.1491479324986615,3.817466008612677,52081.0,19.1,0
57,Female,Sales,16,2.403457517795953,2.7152140000714886,30992.0,2.2,1
31,Male,Research & Development,16,2.6772301105835306,3.8202104400727013,58708.0,0.5,1
58,Male,Sales,5,3.1000861174115517,4.420824519385435,59251.0,25.6,0
40,Female,Sales,1,2.7686762527505087,2.9882907309231195,36805.0,4.4,0
56,Female,Research & Development,6,2.817980145304698,3.8572862530786614,35730.0,12.6,0
54,Female,Sales,8,3.7413478240247207,3.8348551475824166,87114.0,42.5,0
48,Female,Research & Development,19,2.777215992456026,1.7248856497073752,48084.0,3.5,1
42,Male,Research & Development,18,2.03323604630683,2.475082376614752,69382.0,4.1,0
58,Male,Research & Development,19,2.8255410253985165,1.8679404351137427,66022.0,2.4,0
50,Male,Sales,17,2.5973110618783357,2.0914894686915035,48411.0,0.6,1
33,Female,Research & Development,7,2.3828675744036993,2.99967918484044,156743.0,3.8,0
41,Male,Research & Development,16,3.765508069524156,1.0,39223.0,0.7,0
50,Male,Human Resources,7,1.6811160929119147,4.947685187678048,70834.0,7.7,0
49,Male,Sales,19,3.0332775351188017,2.3399912757108066,53530.0,5.1,0
57,Male,Sales,14,3.715222137372026,2.555399766899848,30439.0,2.9,0
33,Male,Sales,13,2.808192703809924,4.742315769024475,34711.0,6.5,0
29,Male,Sales,14,3.2564678554035016,3.5802235683708514,55525.0,12.0,0
37,Male,Research & Development,1,3.1596756026543917,4.0106723689407735,77037.0,13.0,0
51,Male,Sales,15,1.966287904818349,2.843379906617185,51108.0,3.5,0
41,Male,Research & Development,17,3.0971183678285996,3.876156736110799,48456.0,44.1,0
54,Male,Sales,20,3.291509111501262,5.0,59487.0,3.7,1
45,Male,Sales,8,4.197203311014119,2.0502839011695064,43109.0,6.3,0
32,Female,Sales,10,3.252986863245055,4.347497043869063,177661.0,0.6,0
53,Female,Human Resources,11,3.5012363699693525,3.610509621830346,38763.0,2.0,0
29,Female,Sales,12,3.2164083111315716,2.119049156974828,36786.0,1.6,0
44,Female,Sales,9,2.0174854734357446,3.330738353670728,61166.0,11.5,0
54,Female,Research & Development,16,1.8347974248350836,3.4480566642454127,64645.0,5.4,0
64,Male,Sales,14,3.2081228157712807,1.8557890187574906,76594.0,1.3,0
36,Male,Human Resources,2,3.463132933120346,2.963884217146626,36880.0,7.6,0
40,Male,Sales,18,3.360186157874788,5.0,49641.0,14.7,0
59,Female,Sales,6,3.6088561963362196,2.7724182579361125,69328.0,47.1,0
45,Male,Sales,13,2.390867732465474,4.067618888151276,136250.0,0.6,0
25,Female,Sales,10,3.6792413154800276,4.674877787493955,44669.0,23.3,0
33,Male,Research & Development,1,3.136641411283888,3.0697806753047776,86313.0,0.6,0
36,Male,Sales,8,2.2430189998764702,2.0977385187230544,34571.0,0.5,0
45,Male,Human Resources,6,2.6374678542217502,4.9630478339678294,41325.0,21.2,0
58,Male,Research & Development,3,1.9604008364791459,4.684878364991122,57142.0,39.1,0
38,Male,Research & Development,10,3.8821531858126352,1.4248789242079654,60191.0,21.3,0
46,Female,Research & Development,6,2.5003588207876586,3.6625931932427167,45237.0,35.3,0
55,Female,Sales,6,3.08477724292112,3.4995671384385774,103743.0,4.5,0
56,Male,Sales,20,2.660788409486539,3.2636507807994466,48765.0,1.9,1
49,Male,Sales,5,3.852695192015689,3.498153109086231,48210.0,9.4,0
51,Female,Research & Development,3,2.630685244913035,1.690955486874185,193510.0,13.1,0
49,Male,Research & Development,14,2.1479730290212964,3.4848119552346293,82089.0,30.6,0
44,Male,Sales,2,3.4839039857972125,3.9986673784053983,31729.0,4.3,0
38,Female,Human Resources,19,2.841624797348448,2.7770129769856853,44667.0,26.0,1
50,Male,Research & Development,4,3.2045390719453013,1.4501644943295127,40121.0,1.2,0
39,Male,Research & Development,8,3.8217058164560873,3.048925940900807,42557.0,3.2,0
51,Male,Sales,5,3.458196705875446,3.3900883837217233,45806.0,5.4,0
56,Male,Human Resources,19,3.4994683452331348,2.3175219452766767,83809.0,2.7,0
47,Male,Sales,18,2.114291966735208,2.3065367539782384,64435.0,0.6,1
59,Female,Sales,7,3.1144063356795724,3.07620510132845,112434.0,3.2,0
53,Male,Sales,12,2.8878810111391697,3.0349935847580327,97692.0,13.2,1
55,Female,Research & Development,5,3.315067755407764,2.832033290946084,36002.0,0.5,0
51,Male,Sales,4,2.924123769252992,3.843155316666495,109515.0,2.0,0
56,Male,Sales,11,2.75323181554836,3.944748917931407,55614.0,1.1,0
58,Male,Human Resources,13,3.6010143033728204,2.691648763607489,96618.0,0.5,0
65,Male,Human Resources,13,2.395713932955751,2.934575578903712,35206.0,0.7,0
49,Male,Research & Development,13,3.4299147435041037,2.6242566146895263,32263.0,2.3,0
47,Male,Human Resources,9,2.583369895886942,2.388474050132476,36436.0,27.7,0
54,Female,Sales,16,1.7392404415278624,2.1795839629788465,74427.0,46.6,1
46,Female,Research & Development,15,3.3397716131575836,2.5896555572681628,39829.0,3.6,1
31,Male,Sales,9,2.335359684715239,3.3835138253861725,43988.0,10.6,0
49,Male,Sales,13,3.4511400927289357,5.0,81537.0,20.6,1
50,Male,Sales,3,2.6147457817385176,1.6439508037679469,47172.0,2.1,0
42,Female,Sales,3,3.5945845214699403,3.5782521597214454,115146.0,4.5,0
45,Male,Sales,3,2.6537334415679688,3.0648209186713467,46081.0,16.5,0
52,Female,Sales,15,3.3504509101850646,1.906881382044874,30597.0,2.9,1
55,Female,Human Resources,4,2.975207703057473,3.697470227054288,33917.0,2.2,0
38,Female,Research & Development,2,2.8712173125491627,3.852513969750242,193132.0,9.5,0
58,Male,Sales,11,2.927507761136823,2.2064027741683567,51927.0,17.8,0
40,Female,Sales,6,3.599730149159921,1.9259591062520782,40910.0,10.6,0
57,Male,Sales,5,2.5344584870613653,3.057514841666233,55659.0,1.8,0
47,Male,Sales,3,2.8517508114777765,1.3245624719514775,45778.0,5.0,0
42,Male,Sales,18,2.829788858756008,2.8257905956902523,53689.0,34.4,1
56,Male,Research & Development,20,2.779860078658679,5.0,81062.0,6.5,1
49,Female,Sales,16,3.1962029400338303,3.4726507734672296,102627.0,8.7,0
42,Female,Research & Development,5,3.2315573726266122,1.6398525735967007,64570.0,3.3,0
56,Male,Human Resources,5,3.0612311882820302,2.5162305736994894,34073.0,13.2,0
44,Female,Sales,8,3.2616086585601174,2.273028654191877,57477.0,2.9,0
32,Female,Research & Development,6,3.6305468175070237,3.189291042984022,67519.0,5.8,0
52,Female,Sales,15,3.640752584513314,2.1997298536315517,53895.0,0.5,0
47,Female,Sales,19,3.05110735498694,3.2219218162019505,119226.0,2.7,1
48,Female,Sales,11,3.032105254492403,4.1167674008962445,42972.0,14.6,1
32,Male,Sales,16,3.3382891717972982,4.677855258712491,64153.0,4.4,0
44,Male,Sales,13,3.575017791690141,1.2041611320207515,53204.0,0.5,0
47,Male,Research & Development,5,2.5791315513853226,2.9346254336951647,30644.0,1.5,0
46,Male,Sales,1,2.8672387984999816,2.424448355653011,31520.0,32.7,0
50,Female,Research & Development,14,3.6342560718689203,2.699557225765031,52630.0,1.5,0
42,Female,Sales,1,2.7056176950533475,2.0938258357876256,46376.0,7.7,0
57,Male,Research & Development,1,2.6696638086883726,2.5307921219401024,31087.0,3.6,0
42,Male,Sales,2,3.808402873350868,1.114637503848392,38646.0,20.2,0
50,Female,Sales,6,3.8915847504153933,4.179619912125144,40948.0,3.5,0
53,Male,Research & Development,13,3.113342529215414,2.7067001035693936,30488.0,4.7,0
46,Male,Sales,19,3.251550790560909,3.416721498783698,68957.0,38.4,0
40,Male,Sales,6,3.0141607527349628,4.465814042832553,40272.0,13.4,0
47,Male,Sales,11,2.9376546767848213,3.160196518808734,81289.0,3.3,0
41,Male,Sales,16,2.4740853372407807,3.5090929581759913,36159.0,12.6,0
50,Female,Sales,12,2.4126875867982607,3.532840460188782,103317.0,14.8,0
50,Male,Sales,14,3.197075309903468,4.036477676419539,32869.0,4.2,0
49,Female,Sales,5,2.996863310361347,4.017901044262993,59382.0,4.5,0
37,Male,Research & Development,4,3.0496587194009948,3.0892777128743636,83910.0,43.7,0
46,Male,Research & Development,20,3.3460404353220383,1.5742886407669159,50377.0,14.2,1
27,Female,Sales,8,2.8094687879599176,3.794043862072877,41571.0,1.7,0
46,Male,Sales,9,3.168324179657702,2.5802837104477625,68987.0,11.2,0
28,Female,Sales,2,2.704426333210564,3.933419344215754,74115.0,38.9,0
54,Female,Human Resources,14,3.6031058611652966,3.1537389214409264,45855.0,2.9,0
28,Female,Sales,11,4.0563668900895244,3.8818298863048595,30262.0,0.5,0
44,Female,Sales,15,2.762576235319104,2.2743168804951712,34627.0,3.2,0
52,Female,Research & Development,6,2.7189248878559766,1.9043943713999674,60562.0,14.7,0
59,Male,Sales,1,2.492044003894864,3.9317024458437118,81543.0,4.8,0
41,Female,Research & Development,10,2.582618899481397,2.255818784876761,110768.0,14.8,0
38,Male,Research & Development,11,2.1328670247462753,4.251077293778391,61192.0,4.9,0
68,Male,Sales,8,2.7753801684186827,2.296509706586198,54701.0,26.1,0
46,Male,Sales,5,2.70129073130679,2.1970314323989464,48086.0,11.5,0
48,Male,Human Resources,17,2.842877750805999,2.06045614021419,32873.0,5.8,1
52,Male,Research & Development,12,1.8847427321509294,3.736181438526017,158219.0,2.1,1
50,Male,Sales,16,3.584051944392582,2.270781302141483,52650.0,26.2,0
39,Male,Research & Development,7,2.540508829713231,1.4278997587189028,64383.0,19.4,0
55,Male,Research & Development,19,2.7958929722730868,1.1633666290243612,92188.0,0.9,1
31,Female,Sales,2,2.9502152627755285,2.0193974187005583,46660.0,5.1,0
57,Male,Research & Development,9,3.9672873226794976,2.360578880854126,30444.0,6.3,0
45,Male,Sales,18,2.9898392739490975,4.617726202083172,168583.0,4.4,0
41,Female,Sales,7,3.850171828397169,3.0339633098014613,30896.0,3.6,0
51,Female,Research & Development,17,3.40286291013444,3.296109410441631,41059.0,0.5,0
52,Male,Human Resources,15,3.27152969936716,3.0227622407934898,78096.0,3.3,0
34,Female,Sales,5,3.5579040628913523,1.4532073994995178,71160.0,1.6,0
40,Male,Human Resources,20,2.971048663360462,4.65117355652324,65658.0,5.0,0
50,Male,Research & Development,17,3.6368405052693333,3.7885940188149325,63356.0,10.7,0
40,Male,Research & Development,14,3.040305971190933,1.0602686476652186,43420.0,36.0,1
51,Male,Human Resources,20,2.5840305696239616,2.462355095819692,102284.0,1.0,1
47,Male,Sales,2,2.5138587352345416,3.0534334265930028,71347.0,4.9,0
48,Female,Sales,8,3.0362719615757654,3.0773583249739973,60497.0,11.2,0
40,Male,Sales,6,2.1574743826569023,3.8729165006265323,40092.0,31.4,0
43,Male,Human Resources,6,2.7747739749995066,2.320649437279228,58580.0,3.5,0
54,Female,Sales,3,2.418102379604508,4.257816807682808,44090.0,5.6,0
52,Male,Sales,6,2.4563517348291066,4.9076395284360235,41532.0,5.6,0
48,Female,Sales,20,2.5949471677251186,3.9974257695941997,32025.0,25.0,1
41,Female,Research & Development,2,2.080703368916554,3.6720880947399506,59181.0,0.5,0
33,Male,Research & Development,12,2.526499724464778,3.8049626957672738,48057.0,4.1,0
46,Female,Sales,6,2.524421659050857,1.9737068155425845,47580.0,22.8,0
47,Male,Sales,5,3.5061769644484366,3.2822410920771787,30476.0,9.6,0
56,Female,Sales,2,2.727781293515653,1.2369748784289722,31807.0,9.0,0
62,Female,Sales,2,2.822501454100376,3.109480705449853,34058.0,33.7,0
38,Male,Sales,2,3.477407841784956,2.876946861272683,52788.0,12.8,0
49,Male,Research & Development,9,2.49600283332719,3.4224937254764605,57958.0,10.7,0
52,Male,Research & Development,14,3.3687587993942167,3.4842986300777894,54201.0,4.3,0
56,Female,Sales,8,2.304691364004356,3.959877385653492,40655.0,16.8,0
44,Male,Research & Development,18,3.448669788192098,4.203629053106985,155770.0,7.3,0
65,Male,Sales,17,2.730158457333987,1.4277756461084,55727.0,1.7,1
56,Female,Research & Development,19,2.8559251548095794,3.6334089213843055,61672.0,4.2,0
69,Male,Sales,12,2.909261835986628,2.930183698132406,63369.0,58.7,0
54,Male,Research & Development,17,3.4896540373815648,2.397489803905562,190751.0,1.3,1
64,Male,Research & Development,1,3.4636208021887667,1.0,39329.0,29.4,0
52,Male,Research & Development,13,2.882654968869471,2.893240186359322,32225.0,4.6,0
47,Female,Sales,5,4.005841826505656,3.0443172509968095,35578.0,6.0,0
48,Male,Research & Development,7,2.6096365864311553,3.5143479243801496,32836.0,1.4,0
68,Female,Research & Development,17,2.7039497589911172,1.0,53839.0,3.4,0
45,Female,Research & Development,18,3.2798240581289995,1.7346280016975149,60177.0,5.1,1
55,Male,Sales,16,3.253295995230148,3.6880158391715643,53195.0,5.4,0
69,Male,Human Resources,18,2.9800908194871654,2.6730560169030717,92063.0,14.5,1
38,Female,Sales,7,2.8714771398497954,3.8377201933198926,49729.0,7.9,0
48,Female,Research & Development,1,3.2581025741294307,3.5548547679060865,49305.0,5.4,0
47,Male,Research & Development,17,2.8271296397765484,3.938425141627105,64320.0,2.9,0
40,Male,Sales,9,2.6900734951725096,2.7462467574908587,50244.0,0.5,0
50,Female,Sales,4,2.8188199646762637,2.339601534581041,72495.0,11.1,0
33,Male,Sales,6,2.0532528775122656,4.646726204838506,85175.0,9.6,0
66,Male,Sales,14,3.066460742992801,3.176923200773277,84933.0,4.1,1
37,Female,Sales,9,2.491265409162251,3.97430925708926,94834.0,14.5,0
52,Male,Research & Development,17,2.7483410897109946,1.4078254919930897,30330.0,30.8,1
48,Male,Research & Development,18,3.587253226439274,2.4397461246606076,56584.0,0.9,1
43,Female,Human Resources,17,3.123595261170528,1.8887317294023351,143796.0,27.6,1
39,Male,Research & Development,11,2.7420777434094927,1.4022505106951832,115137.0,11.8,0
45,Female,Human Resources,16,3.0267614884007807,3.567122209661745,35585.0,17.8,0
39,Male,Human Resources,18,3.229034151495904,1.706788975918741,107202.0,5.9,1
60,Male,Sales,12,2.9157570430898563,1.2634962492923711,34094.0,15.6,0
59,Male,Sales,18,2.673262907905642,2.080168336176979,30449.0,0.5,0
57,Male,Sales,16,3.661060924586875,4.373403021198632,45054.0,4.9,0
41,Female,Research & Development,9,3.417412113009762,3.0205262962185855,66331.0,3.8,0
60,Female,Sales,14,3.279182035624146,2.8708308978640678,36463.0,3.1,0
45,Female,Sales,17,2.8968765002638373,2.702133879578841,55393.0,11.3,0
54,Female,Research & Development,13,2.7020949191056003,4.923901057940633,72119.0,11.1,0
35,Male,Sales,19,3.596501788837564,2.069069233444843,41458.0,14.6,1
52,Male,Sales,18,2.386276218929365,3.32526009073118,37013.0,23.1,1
53,Male,Research & Development,17,2.787534504150517,3.539177873975886,43194.0,17.1,0
39,Male,Research & Development,4,2.8181593363390496,3.4740372053332056,48600.0,5.2,0
45,Male,Human Resources,11,2.718264340728708,4.838357791314639,37049.0,9.4,0
44,Female,Sales,17,3.271332114535931,3.080150989430665,32799.0,7.8,0
51,Female,Sales,20,2.4239864547820877,3.6986233375926565,135606.0,0.5,1
40,Male,Research & Development,12,3.281575436035696,3.9233517437462457,46369.0,3.3,0
47,Female,Human Resources,4,3.097912837451225,2.281681153404042,50386.0,1.6,0
25,Male,Research & Development,7,3.4585201382927355,2.558094648741067,46273.0,19.5,0
47,Female,Research & Development,9,4.3131213408304285,3.7157839438538773,37742.0,1.7,0
44,Male,Sales,13,3.0745529761166273,2.6577955496414973,98317.0,14.4,0
52,Female,Sales,20,2.831149888727211,1.1265976712616708,73527.0,15.0,1
39,Male,Research & Development,13,2.7511943261915923,4.48951183565044,97966.0,2.2,0
33,Female,Research & Development,2,3.3368729271983693,4.091196518538048,48853.0,4.2,0
37,Male,Sales,12,3.1693955925536197,1.0,191305.0,8.5,1
50,Female,Sales,11,3.380223420149231,1.0478683444176697,30149.0,17.0,0
55,Male,Sales,14,3.151385199380005,2.766422312692178,40557.0,8.8,1
47,Female,Human Resources,9,3.2685786256328546,1.9633857132346189,51714.0,11.9,0
66,Male,Research & Development,2,2.7551833009685915,2.7487011325731388,38837.0,25.1,0
46,Male,Research & Development,12,3.3606747693634462,4.082732117069432,113413.0,19.5,0
39,Male,Research & Development,20,3.36194990934386,4.165028352057169,47793.0,6.5,0
46,Male,Sales,3,2.8438568031388405,3.880162046387741,44046.0,8.2,0
55,Male,Sales,14,3.4234132743866494,5.0,52024.0,9.4,0
60,Male,Human Resources,14,3.2968220987514827,3.2803432366558902,68801.0,3.4,0
35,Male,Sales,13,3.8734578829191086,1.8316303904386422,115363.0,7.0,0
51,Male,Sales,9,3.516216080500695,3.6656448569273534,39931.0,15.9,0
53,Male,Research & Development,8,2.44286912090645,3.381269252206446,66962.0,1.3,0
41,Female,Sales,7,2.354736584032813,4.192910573834459,41619.0,5.4,0
66,Male,Research & Development,19,2.304685079956076,1.797872291355454,37154.0,2.8,1
56,Male,Research & Development,15,4.277195406055288,2.8027199698642313,99717.0,1.7,0
41,Female,Sales,7,3.0611716911062246,1.0,76626.0,15.9,0
48,Female,Research & Development,6,2.884571143674343,3.2122163381362516,30188.0,27.6,0
41,Male,Research & Development,13,2.613097456652395,4.164848299718059,53652.0,8.9,0
57,Male,Sales,19,3.2751982263471353,1.8978803213371105,64724.0,20.7,1
52,Male,Sales,11,2.6895433073103043,3.0073394951508035,57309.0,10.1,1
48,Female,Research & Development,8,3.2461416541253523,2.2219819733828294,37429.0,7.0,0
27,Male,Sales,2,2.8960694410422785,2.829839480844638,61081.0,11.0,0
