bedrooms,bathrooms,area,lot_size,floors,year_built,garage,fireplace,renovated,neighborhood,distance_city,price
4,4.0,2914,8857.0,2,1918,0,0,0,1,2.8,844086.0
3,4.0,2997,16334.0,2,1983,1,0,0,1,2.8,997808.0
4,4.0,3279,2206.0,2,1961,0,1,0,1,5.29,937410.0
4,4.0,2995,2603.0,2,1967,1,0,0,1,13.98,836397.0
2,2.0,1570,2386.0,1,1920,0,1,0,1,8.49,539812.0
3,3.0,1932,4118.0,2,2022,1,0,1,1,3.43,730186.0
5,5.0,3704,2402.0,2,1936,1,1,0,1,1.39,1077663.0
3,4.0,2158,2338.0,1,1999,1,0,0,1,2.48,805675.0
3,3.5,2152,2160.0,1,2002,0,0,0,1,7.77,685133.0
3,3.0,2640,2981.0,1,2023,1,1,1,1,4.32,925643.0
4,4.5,2905,2926.0,1,1995,1,1,0,1,10.47,889450.0
3,3.5,2258,2106.0,2,1953,1,0,0,1,7.43,674929.0
3,3.5,2268,2886.0,2,1901,1,0,0,1,11.19,772913.0
5,5.0,3873,4894.0,1,1976,1,0,0,1,2.88,1136411.0
3,3.0,1671,6212.0,1,1927,1,0,0,1,9.62,645587.0
4,4.0,3214,2667.0,1,1962,1,1,0,1,12.18,903689.0
3,3.0,2015,2092.0,2,2006,0,1,0,1,8.54,687944.0
3,3.0,2200,2793.0,2,2006,1,1,0,1,3.04,713129.0
2,2.0,1577,3301.0,1,1984,1,1,0,0,15.16,428704.0
5,5.0,3581,2231.0,1,1983,1,1,0,1,6.41,1051166.0
4,4.0,3634,2052.0,2,1965,1,0,0,1,4.28,919401.0
5,5.0,3600,3486.0,2,1990,1,1,0,0,6.77,997085.0
3,4.0,1827,1725.0,1,2018,0,1,1,1,10.87,602603.0
3,4.0,2634,1820.0,2,1957,0,0,0,0,4.29,761217.0
2,3.0,1211,6900.0,1,1986,1,0,0,0,24.66,467075.0
4,5.0,2578,1545.0,2,1938,0,0,0,1,6.15,677472.0
4,4.0,2960,3884.0,2,1978,1,0,0,1,1.96,960986.0
4,4.0,2462,1820.0,1,1996,0,0,0,1,11.28,734244.0
3,3.0,2802,3375.0,3,2010,1,0,0,1,5.07,797922.0
3,3.0,2437,7199.0,2,1967,1,0,0,0,23.94,687939.0
4,4.5,2999,3010.0,2,2002,1,0,0,1,2.0,920242.0
4,4.0,3222,3465.0,1,1963,1,1,0,1,6.8,938562.0
1,2.0,1407,2902.0,2,2009,1,0,0,1,9.86,446400.0
4,4.5,2872,2397.0,2,1978,1,1,0,1,1.59,872694.0
2,2.5,1930,4017.0,2,1923,1,0,0,1,8.99,648126.0
3,4.0,3109,2032.0,1,1980,0,1,0,1,3.09,930996.0
3,3.0,2248,1715.0,2,1960,1,0,1,1,3.72,625205.0
1,1.5,600,1717.0,2,1920,1,0,1,1,1.91,397338.0
3,3.0,2298,5387.0,1,1952,1,1,0,0,18.02,625304.0
4,4.5,3136,10018.0,2,1963,1,0,0,1,5.24,1014215.0
2,2.0,1280,3045.0,1,2011,0,1,0,0,25.94,333926.0
1,1.0,655,1617.0,1,1925,0,1,0,0,14.87,250000.0
3,3.5,2893,1656.0,3,1928,0,1,0,0,12.6,729122.0
4,4.5,2133,4051.0,2,1961,1,1,0,1,13.66,720617.0
3,3.5,1951,2333.0,2,1942,1,1,0,1,3.15,699825.0
3,4.0,2427,2132.0,1,1988,0,0,0,1,12.37,723693.0
5,5.0,3258,2071.0,3,1930,1,0,0,1,10.04,888099.0
4,4.0,2746,1519.0,2,1952,0,1,0,1,5.21,847773.0
3,3.0,1674,4675.0,2,2011,1,1,0,1,3.51,618257.0
3,3.5,2553,1594.0,2,2010,0,0,1,0,3.33,799215.0
4,4.0,3225,2560.0,2,1964,1,1,0,1,4.9,906404.0
3,3.0,2226,3179.0,1,1990,1,0,0,1,3.79,773481.0
6,5.0,3924,2041.0,1,1936,1,0,0,1,3.45,1063202.0
4,4.0,3442,2688.0,1,2013,1,0,0,1,7.71,928811.0
4,4.0,3122,2022.0,2,1923,1,1,0,1,10.59,783928.0
3,4.0,2436,1532.0,2,1982,0,1,0,1,9.54,728210.0
3,3.5,2056,2255.0,2,1998,1,1,0,0,24.19,371599.0
6,5.0,4119,1677.0,1,1947,1,0,1,1,11.75,1200015.0
3,3.5,2174,3765.0,2,1965,1,0,0,1,2.32,773547.0
4,4.5,3019,1546.0,1,1950,1,1,0,1,9.74,755475.0
6,5.0,4158,2004.0,2,1979,1,0,0,0,20.47,1046665.0
5,5.0,3223,1588.0,2,1973,1,0,0,0,22.78,820587.0
4,4.0,2507,2848.0,1,2019,1,1,1,1,5.58,715249.0
6,5.0,4829,4936.0,1,1969,0,0,0,1,9.4,1244317.0
4,5.0,2272,3109.0,1,2002,0,0,0,1,7.55,746089.0
4,4.0,2518,3602.0,1,1981,0,0,0,0,23.85,569224.0
3,3.0,1411,2777.0,1,1986,1,0,0,0,13.86,420278.0
3,4.0,1908,6733.0,2,2020,1,0,1,0,17.26,692521.0
1,1.0,600,2593.0,2,1987,1,1,0,1,7.66,321840.0
3,3.0,1875,5115.0,1,1979,1,1,0,0,17.13,507016.0
3,4.0,2934,3152.0,1,2004,0,1,0,1,5.85,844210.0
5,5.0,3738,5834.0,1,1970,1,0,0,0,13.11,958906.0
4,5.0,2927,1861.0,2,1920,1,0,0,0,23.88,735319.0
3,4.0,3290,6602.0,1,1901,1,0,0,1,9.33,865074.0
4,4.0,2879,10878.0,2,2004,1,1,0,1,3.39,948496.0
3,3.5,2123,2405.0,2,2007,0,1,0,0,12.36,574647.0
3,3.0,2341,5029.0,2,2007,1,1,0,1,4.66,655929.0
4,4.0,2755,2067.0,1,2017,1,0,1,0,13.43,802943.0
2,2.0,1320,2023.0,2,2018,0,1,1,1,8.69,588082.0
4,4.0,3548,2948.0,1,2002,0,0,0,1,8.65,957090.0
4,4.0,2837,2802.0,3,1946,1,1,0,0,21.53,679805.0
3,4.0,3098,4088.0,1,2005,1,1,0,1,4.97,884665.0
4,4.5,2923,2733.0,1,2019,1,1,1,1,5.78,886780.0
3,3.5,2990,2063.0,2,2021,1,1,1,1,1.82,808672.0
4,4.0,3035,2334.0,1,1989,1,0,1,1,9.31,898896.0
3,4.0,2538,1621.0,2,2018,1,0,1,1,3.72,777473.0
4,4.0,3665,5832.0,1,1984,1,1,0,1,8.99,954131.0
5,5.0,3570,3886.0,1,2004,0,0,0,0,24.8,844409.0
4,4.0,2804,5537.0,3,1934,1,0,0,1,2.5,878971.0
3,3.5,1938,4771.0,2,1927,0,1,0,0,19.32,424359.0
3,3.5,1766,6492.0,1,1948,1,0,0,1,15.61,596565.0
4,5.0,3597,7685.0,3,1927,1,0,0,1,6.99,941213.0
2,2.5,2144,3139.0,2,1934,0,1,0,1,5.66,640662.0
4,4.0,2914,1748.0,2,2008,1,1,0,1,3.04,756579.0
3,3.0,2077,2088.0,1,1937,1,1,0,1,12.56,549020.0
2,2.0,1252,1995.0,2,2008,1,1,1,0,7.64,298131.0
3,3.5,2899,2410.0,1,2000,1,1,0,1,3.64,879061.0
5,5.0,3315,2933.0,1,1906,1,0,0,1,7.46,952277.0
3,3.0,1920,5104.0,2,1991,0,0,1,0,12.05,584485.0
3,3.0,2651,3580.0,2,1981,1,0,0,1,1.45,751563.0
4,5.0,3479,2567.0,2,2006,1,0,0,0,14.76,843536.0
3,3.5,2638,2319.0,1,2010,1,1,0,1,2.92,745097.0
2,3.0,1505,2325.0,2,1940,1,0,0,1,10.21,441515.0
4,4.0,3074,6171.0,2,1905,1,1,0,0,12.85,805289.0
3,3.5,3043,8209.0,1,1994,1,0,0,1,3.82,875122.0
4,4.0,2114,2537.0,1,1975,1,0,0,1,11.88,677563.0
4,4.0,2751,2787.0,2,1920,1,1,1,1,7.4,712667.0
6,5.0,4400,1700.0,1,1966,1,0,0,1,5.1,1191054.0
4,5.0,3353,3573.0,2,1960,1,1,0,1,4.35,1004232.0
4,4.0,3091,2959.0,2,1966,0,1,0,0,14.45,805058.0
4,4.0,3161,2283.0,2,2007,1,1,0,1,6.25,864632.0
3,3.5,2873,4225.0,1,2023,1,0,1,0,23.36,733204.0
4,4.0,2663,4299.0,2,1980,0,0,1,0,17.82,639572.0
3,3.5,1870,2786.0,1,1964,1,1,1,0,14.92,564465.0
3,3.0,3042,9031.0,1,1903,1,1,0,1,14.03,882966.0
2,3.0,1997,2615.0,1,1976,1,0,0,1,10.46,638046.0
5,5.0,3979,4164.0,2,1945,1,0,0,1,3.84,1112535.0
3,3.5,2790,4446.0,2,1958,1,0,0,1,1.98,810226.0
4,4.0,3123,2651.0,2,1940,1,0,0,0,18.87,706715.0
4,5.0,3042,6002.0,2,1985,1,1,0,0,11.52,859275.0
3,3.5,2360,1511.0,1,1948,1,0,0,0,9.57,679232.0
3,3.5,2343,4722.0,2,1979,1,1,0,1,5.95,756793.0
3,3.5,2767,1755.0,2,1950,1,1,0,1,5.15,794487.0
3,4.0,2208,1967.0,2,1992,1,0,0,1,8.17,607267.0
1,1.5,1019,2493.0,2,1977,1,0,0,1,5.76,353940.0
5,5.0,3946,6347.0,1,1993,1,1,0,1,2.01,1169668.0
2,3.0,1954,1688.0,2,2003,1,1,0,1,2.12,589176.0
4,5.0,3041,4597.0,1,1927,0,1,0,0,14.44,719506.0
1,1.0,600,3213.0,2,1993,1,1,0,1,4.37,418616.0
5,5.0,3523,1612.0,2,2018,1,0,1,1,3.73,1007757.0
3,4.0,2711,5716.0,2,1954,1,0,0,1,6.24,841022.0
3,3.5,2729,2162.0,1,2002,1,1,0,1,10.33,748952.0
6,5.0,4665,12339.0,2,1984,1,1,0,0,18.12,1314049.0
3,3.0,2186,8410.0,1,1986,1,0,0,1,5.68,673371.0
1,1.5,600,3937.0,2,1953,1,1,0,0,18.04,250000.0
4,4.5,3686,5812.0,1,1937,0,1,0,1,6.12,1026621.0
3,4.0,2241,2665.0,2,2005,1,0,1,1,2.65,765827.0
3,3.5,2825,11613.0,1,2011,1,1,1,0,17.23,866064.0
5,5.0,3619,5721.0,3,2000,1,0,0,0,19.97,911835.0
4,4.0,2507,5440.0,1,1954,1,1,0,1,6.47,835433.0
3,3.0,1885,2499.0,1,1933,1,1,0,1,7.48,602538.0
3,3.0,2569,4010.0,2,1961,1,0,1,1,8.7,780657.0
3,3.5,2407,3792.0,3,1969,0,1,0,1,3.99,798990.0
4,4.5,3356,1581.0,2,1926,1,0,0,1,2.81,1014406.0
3,3.0,2394,4703.0,1,1981,1,0,0,1,7.57,661094.0
4,4.5,2947,9649.0,2,1954,1,0,0,1,9.4,875481.0
5,5.0,3288,3846.0,2,2018,1,0,1,1,3.21,1028546.0
5,5.0,3789,1852.0,2,1986,1,1,0,0,27.67,874876.0
3,3.0,2106,2709.0,2,1932,1,0,0,1,5.27,681763.0
2,2.0,2378,6186.0,1,1901,1,0,0,1,8.28,756253.0
5,5.0,3577,5185.0,1,2001,1,1,0,0,9.89,1030333.0
3,4.0,3048,2649.0,1,2022,1,1,1,1,3.77,896336.0
4,4.5,3069,1982.0,2,2000,1,0,0,1,3.93,886094.0
3,3.0,2153,1727.0,1,2020,1,1,1,0,17.4,594816.0
1,1.0,1274,1637.0,1,1958,1,0,0,1,7.79,375372.0
2,3.0,2028,2114.0,2,1910,1,0,0,1,6.28,630976.0
4,4.5,3296,12659.0,2,2003,1,0,0,0,16.14,873870.0
2,2.5,1468,4453.0,3,2017,1,1,1,1,3.79,600322.0
4,4.0,2565,2119.0,3,2019,1,1,1,1,0.5,799526.0
3,3.0,2117,2620.0,2,1941,0,1,0,1,2.72,716082.0
3,4.0,2115,1925.0,2,2013,1,1,0,0,13.5,658389.0
4,4.0,2819,2358.0,1,1928,0,1,0,0,12.79,752722.0
3,4.0,2857,2279.0,2,2016,1,1,1,0,20.67,714340.0
4,4.5,3925,2674.0,1,1961,1,0,0,0,14.33,921954.0
5,5.0,3974,5256.0,2,2000,1,1,0,1,10.61,1126733.0
3,3.0,3012,2822.0,1,1977,1,1,0,1,2.61,812043.0
5,5.0,3127,2348.0,1,2014,0,0,0,0,19.33,797365.0
2,2.5,1736,3563.0,1,1976,1,1,1,0,11.64,544104.0
3,3.5,2446,4254.0,1,1952,1,0,0,1,8.23,769697.0
3,3.0,2112,1767.0,2,1980,1,0,0,0,14.8,549578.0
4,4.5,3986,13157.0,2,2012,1,1,1,0,13.53,1186542.0
6,5.0,4389,1619.0,1,1941,0,0,0,0,11.97,1058290.0
4,4.5,3020,4968.0,1,2009,1,0,0,1,8.13,855013.0
4,4.0,2686,4246.0,2,1993,1,0,0,1,11.31,827552.0
5,5.0,4077,2509.0,2,1955,1,1,0,1,9.39,1082648.0
6,5.0,4293,2985.0,1,1999,1,1,0,0,21.14,1019909.0
4,4.0,2599,3962.0,3,2023,1,1,1,0,16.74,765846.0
1,1.0,600,3372.0,2,2017,1,0,1,1,3.77,393498.0
3,3.0,2511,10447.0,2,1957,1,1,0,1,3.84,866488.0
6,5.0,4305,2705.0,2,1993,1,0,0,0,11.5,1066778.0
3,3.0,2622,1697.0,2,1962,1,1,1,1,8.13,777410.0
5,5.0,4655,9719.0,2,1951,0,0,0,1,5.1,1200530.0
3,3.0,2189,6875.0,1,2018,1,1,1,1,9.87,693186.0
3,3.5,2841,1703.0,1,1975,1,1,0,1,5.11,743760.0
4,4.5,3320,1705.0,1,2014,1,0,0,0,15.51,902234.0
2,2.5,1580,6292.0,2,1936,0,1,0,1,2.51,553140.0
4,4.5,3365,1911.0,2,2019,1,0,1,1,8.94,995207.0
5,5.0,4312,10361.0,2,1952,1,1,0,0,8.25,1214261.0
3,3.5,2005,2641.0,2,2016,1,1,1,1,13.78,673330.0
4,4.0,2876,1755.0,2,2022,0,0,1,1,5.9,789575.0
2,2.0,1771,1597.0,2,1992,1,0,0,1,4.23,564200.0
3,4.0,2948,6383.0,1,1977,1,0,0,0,19.03,801523.0
4,4.5,2926,5805.0,3,1936,1,0,0,1,3.01,944350.0
3,3.5,2455,1701.0,1,2012,1,0,0,0,19.7,673250.0
4,4.0,3485,1511.0,2,1978,1,0,0,1,2.55,978551.0
3,3.0,1616,4906.0,2,1916,1,0,0,1,10.22,477984.0
3,3.5,2414,5672.0,1,1998,0,0,1,1,8.59,829959.0
4,5.0,2692,2009.0,1,1933,0,1,0,0,17.62,722724.0
4,4.5,2804,2545.0,2,1950,1,0,1,1,7.1,887425.0
4,4.0,2598,1678.0,2,2011,1,1,0,1,8.97,741393.0
3,3.0,2048,1576.0,2,1914,1,0,1,1,5.09,667203.0
5,5.0,3845,3786.0,2,2019,1,1,1,1,7.62,1161899.0
3,4.0,2687,3988.0,1,1997,1,0,0,1,10.44,754548.0
1,1.5,1424,1704.0,1,1987,1,0,0,1,6.31,445456.0
5,5.0,3536,2007.0,2,2004,1,0,0,0,14.66,917154.0
6,5.0,4750,4289.0,1,1985,1,0,1,1,7.58,1272056.0
4,4.5,2458,5087.0,2,2009,1,0,0,1,10.18,800792.0
5,5.0,2978,5768.0,2,2003,1,0,0,1,8.86,985470.0
3,3.0,2148,4277.0,1,1981,0,0,0,1,6.57,666863.0
5,5.0,3799,2781.0,2,1982,1,1,0,1,7.57,997089.0
3,4.0,2468,3325.0,2,2021,0,0,1,0,18.84,662001.0
3,3.5,2153,3720.0,2,1998,0,0,0,0,7.02,578188.0
4,4.0,2408,10269.0,1,1951,1,1,0,1,2.68,808911.0
2,2.5,1919,2729.0,1,1929,0,0,0,1,3.22,708674.0
4,4.0,2625,5611.0,2,1996,1,1,0,0,23.1,726107.0
5,5.0,3888,6645.0,1,2010,1,1,0,1,9.17,1185874.0
4,4.0,2183,3199.0,2,1968,0,0,0,1,9.65,694516.0
3,3.5,2814,2432.0,2,1915,1,0,1,0,10.97,707493.0
5,5.0,3799,8207.0,1,2020,0,0,1,1,7.08,1029263.0
4,4.5,3257,2426.0,2,2011,1,0,0,1,11.18,915778.0
4,5.0,3985,3149.0,1,1930,1,1,0,1,1.92,1097217.0
3,3.0,2218,1606.0,1,1935,1,1,0,1,9.49,645998.0
3,3.0,2233,3991.0,2,2000,1,0,0,0,8.24,599859.0
4,4.0,3215,1659.0,1,1947,1,1,0,1,3.1,913903.0
5,5.0,3680,1755.0,2,2007,0,0,0,0,16.79,936629.0
3,4.0,2299,2109.0,1,2022,1,1,1,1,1.69,814116.0
3,3.0,2642,2404.0,2,1901,1,1,0,1,7.07,753797.0
6,5.0,4121,4644.0,3,2004,1,1,0,1,5.42,1202614.0
1,1.0,738,5297.0,2,1935,1,0,0,0,25.15,250000.0
4,4.0,2646,1916.0,1,2006,1,1,0,0,23.14,737633.0
4,5.0,3604,2618.0,2,1972,0,1,0,1,10.14,1005113.0
5,5.0,3653,5140.0,2,1995,0,1,0,1,8.69,1103855.0
4,4.0,2493,5819.0,2,1985,0,0,0,0,11.93,755409.0
4,5.0,3221,2166.0,1,1966,0,1,0,1,3.79,807666.0
6,5.0,3368,4056.0,2,1902,1,1,0,1,2.78,1034243.0
4,4.5,3486,7060.0,1,1983,1,1,0,1,4.77,918108.0
4,4.5,3652,2260.0,1,1948,1,0,0,1,6.39,1053210.0
4,4.5,2627,3951.0,2,1955,0,1,0,0,16.66,631306.0
2,2.5,1418,5347.0,1,2000,1,0,0,0,17.52,414580.0
3,3.0,2439,1970.0,2,1987,1,0,1,1,3.97,801613.0
5,5.0,3372,1524.0,2,2008,1,0,0,0,13.18,904000.0
3,3.5,2152,3206.0,2,1959,0,1,0,0,16.5,551392.0
3,3.5,2210,5452.0,2,2008,0,0,0,1,4.18,834691.0
5,5.0,4159,3856.0,1,1966,1,1,0,1,2.66,1123894.0
6,5.0,4476,2365.0,1,2012,1,0,0,1,10.08,1185960.0
4,5.0,3496,3604.0,2,2000,1,0,0,0,19.12,883635.0
5,5.0,3711,2854.0,2,2002,1,0,0,1,4.92,995530.0
1,1.0,600,2303.0,1,1926,1,1,1,0,8.31,294032.0
3,3.0,1796,2516.0,1,2012,1,1,1,1,9.44,614406.0
4,5.0,3299,2251.0,1,2022,1,0,1,0,23.06,837952.0
4,4.5,2807,1665.0,2,2006,1,0,0,1,1.73,803243.0
4,4.0,3225,5389.0,3,1969,1,1,0,1,10.65,946941.0
6,5.0,4384,1676.0,1,2021,1,0,1,1,3.08,1217806.0
3,3.0,2584,3724.0,1,2011,1,1,0,1,7.82,803091.0
2,2.5,1697,2927.0,1,2022,1,0,1,1,5.71,497483.0
3,4.0,3095,2780.0,1,1966,1,0,0,1,14.28,799015.0
2,3.0,1831,7013.0,1,1957,1,1,0,1,10.23,658470.0
6,5.0,4274,7489.0,2,1974,0,0,0,1,2.03,1256696.0
6,5.0,4301,1990.0,2,1972,0,1,0,1,8.44,1133656.0
3,3.0,2273,2365.0,2,1973,1,0,0,0,23.43,581844.0
5,5.0,3595,6192.0,1,1945,1,0,0,1,6.86,978202.0
2,3.0,2123,3542.0,2,1901,1,1,0,1,3.73,726038.0
5,5.0,3467,4723.0,2,1979,1,0,0,0,10.54,968501.0
3,4.0,2846,1825.0,3,1904,1,0,0,0,20.07,709656.0
1,2.0,884,3486.0,2,1967,1,0,0,0,11.16,370637.0
3,4.0,2947,2551.0,2,2017,1,0,1,1,5.71,934940.0
4,4.0,3289,4071.0,1,1952,1,0,0,1,7.68,879582.0
5,5.0,3594,2155.0,1,1985,1,1,1,1,3.75,1020293.0
2,3.0,1639,1540.0,2,1936,1,1,1,0,17.98,540188.0
2,2.0,1397,6387.0,1,1992,1,0,0,1,8.74,549889.0
2,2.0,1362,2973.0,2,1966,1,0,0,0,19.26,454700.0
6,5.0,3788,6703.0,2,2017,1,1,1,0,24.74,960391.0
4,4.0,2428,4115.0,2,2007,0,0,0,0,16.01,638971.0
2,2.0,1721,2790.0,1,2000,1,0,0,1,2.4,618705.0
3,3.5,1862,2038.0,1,1967,1,0,0,1,13.95,593541.0
6,5.0,4459,3281.0,1,1956,0,0,0,1,2.37,1231298.0
3,3.0,1994,1694.0,1,1983,1,0,0,1,6.6,547566.0
4,4.0,2870,2469.0,1,1904,1,0,0,1,5.19,788610.0
4,4.0,2172,6964.0,2,1933,0,1,0,0,17.89,590652.0
3,3.5,2631,16264.0,2,2008,1,1,0,0,10.5,852934.0
4,4.5,3376,1671.0,2,2006,0,1,0,0,9.35,939476.0
3,3.0,2447,3241.0,1,2010,0,1,0,0,18.82,610233.0
3,3.0,1857,2475.0,2,1953,1,1,0,1,10.69,651582.0
2,3.0,1726,4873.0,1,1911,0,0,0,1,4.64,654925.0
4,4.0,2260,1724.0,2,1948,1,1,0,1,2.77,736491.0
2,2.0,1637,5787.0,1,1930,1,1,0,0,10.35,512036.0
4,4.0,2950,14248.0,2,1913,1,1,0,1,0.5,1044537.0
5,5.0,3844,3569.0,1,1930,1,0,0,1,8.48,1039542.0
3,3.0,2572,3016.0,2,1902,1,1,0,0,18.46,643671.0
5,5.0,3673,7201.0,1,1940,0,1,0,1,11.01,1044239.0
3,3.5,3128,1869.0,1,1931,1,0,0,0,0.69,886279.0
5,5.0,3752,5678.0,3,2011,1,0,0,1,5.73,1065928.0
4,4.0,3409,2037.0,1,1961,1,0,0,1,4.14,950364.0
4,5.0,4056,1580.0,1,2004,1,0,0,0,15.7,930615.0
5,5.0,3509,1790.0,2,2010,1,1,0,1,3.98,984528.0
4,4.5,3703,1766.0,2,2011,1,1,0,1,11.01,994511.0
3,3.0,2303,7753.0,3,1907,0,1,0,1,9.65,702894.0
3,3.0,2274,5100.0,1,2004,0,1,0,0,21.48,554091.0
3,3.5,2838,1971.0,2,1960,1,1,0,0,18.0,696270.0
4,5.0,3348,2240.0,1,1966,1,1,0,0,28.06,743925.0
3,3.5,2257,2542.0,2,1979,0,0,0,1,6.84,725981.0
2,2.5,2168,4365.0,1,1959,1,1,0,1,0.67,717992.0
5,5.0,3683,6407.0,1,2023,1,0,1,1,6.43,1092340.0
1,1.0,692,2683.0,2,2000,1,0,0,1,1.68,425161.0
3,4.0,2323,3965.0,1,2020,0,0,1,1,4.7,747910.0
4,4.5,2921,4268.0,1,1954,1,1,0,0,10.42,774950.0
2,2.0,1501,1652.0,2,2009,0,0,0,0,16.17,401851.0
3,3.0,2456,2809.0,2,1983,1,1,0,1,9.68,726805.0
4,4.0,2700,2451.0,2,1967,1,0,1,1,4.11,900668.0
3,3.5,2043,3867.0,1,1956,1,1,0,0,15.23,523619.0
4,4.0,3090,3300.0,2,1980,1,1,0,0,19.65,761239.0
4,4.5,3932,2442.0,2,2017,1,1,1,0,19.7,889059.0
4,4.5,3046,7309.0,2,1999,1,0,0,1,6.87,916267.0
3,4.0,2746,8289.0,1,1966,1,0,0,0,16.83,805820.0
4,5.0,3179,6004.0,2,1990,1,1,0,1,2.32,1024960.0
4,4.5,2893,2573.0,1,1917,0,0,0,1,6.95,778984.0
5,5.0,3842,2218.0,2,1963,1,0,0,1,11.22,995111.0
2,3.0,1718,3229.0,1,1972,1,1,1,1,7.63,571735.0
3,3.5,2559,12957.0,1,1945,1,0,0,1,9.17,872292.0
3,3.0,2148,3096.0,2,2023,0,0,1,1,3.77,657717.0
3,3.0,2131,2736.0,2,1943,0,0,0,1,6.87,753630.0
4,4.5,2968,4867.0,1,1977,0,0,0,0,20.82,732520.0
3,4.0,3124,1995.0,2,1927,0,1,0,1,2.39,928976.0
5,5.0,3410,1671.0,1,1956,1,0,0,1,4.98,896643.0
3,3.5,2268,3718.0,2,1965,1,0,0,1,2.28,701864.0
3,3.0,2782,3269.0,2,1978,1,0,0,0,15.84,701505.0
3,4.0,2091,2872.0,3,2015,0,0,1,1,6.02,664041.0
5,5.0,4384,4370.0,1,1989,1,0,0,0,18.77,982758.0
3,3.0,2083,2989.0,2,1972,0,1,0,0,19.42,612764.0
3,3.0,2345,3622.0,2,2017,0,0,1,1,3.69,690224.0
4,4.5,3049,2004.0,1,1968,1,1,0,1,6.87,884953.0
3,3.0,956,2092.0,1,2018,0,1,1,1,3.48,474016.0
6,5.0,4872,1876.0,2,1922,1,0,0,1,7.63,1322276.0
2,2.0,1631,3098.0,2,1993,0,1,0,0,13.78,473943.0
3,3.5,2430,2278.0,2,2000,0,1,0,1,2.76,771690.0
3,3.0,2649,2475.0,2,2019,0,0,1,1,4.61,752845.0
3,3.5,2354,2584.0,2,1988,0,1,0,1,9.02,681540.0
5,5.0,3665,6154.0,1,2022,1,1,1,1,8.85,1190602.0
3,3.5,2434,1805.0,1,1974,1,1,0,1,3.92,725889.0
5,5.0,3726,4874.0,1,2022,0,0,1,1,5.01,1080235.0
4,4.0,2755,3480.0,1,1992,1,0,1,1,1.1,850832.0
5,5.0,3810,6719.0,2,1995,1,0,0,1,8.88,1224160.0
4,4.0,2633,2017.0,1,2000,1,0,0,0,14.66,570304.0
1,2.0,923,5246.0,1,1926,0,0,0,1,7.13,377475.0
2,2.0,1414,10808.0,3,1902,0,0,0,1,11.64,492209.0
3,3.0,2832,1697.0,1,1999,0,0,0,0,13.21,662718.0
5,5.0,3605,9135.0,1,2011,1,1,0,0,21.29,1015742.0
4,4.0,2987,9396.0,1,1989,0,1,0,1,1.92,912577.0
3,4.0,2884,1726.0,1,1973,1,0,1,0,13.79,784133.0
6,5.0,3795,4879.0,1,2004,1,1,0,1,6.38,1079865.0
4,5.0,2613,5657.0,1,2011,0,1,0,0,16.47,727368.0
5,5.0,3905,2183.0,1,1971,0,0,0,0,19.49,903833.0
3,3.0,1897,5866.0,2,2008,1,1,0,0,11.63,508498.0
6,5.0,4671,1846.0,2,1963,1,0,1,0,8.9,1186169.0
3,3.0,2080,3184.0,2,2016,1,1,1,0,10.76,638865.0
3,3.0,1880,12447.0,1,1908,1,0,0,1,10.25,605630.0
3,4.0,2194,3531.0,2,1923,1,1,0,0,12.23,525279.0
4,4.5,3105,3095.0,2,1927,1,1,0,0,8.31,852207.0
2,2.5,1272,3995.0,2,1987,1,1,0,1,7.03,494692.0
2,3.0,1422,2554.0,1,1990,1,1,0,1,3.09,505598.0
5,5.0,3301,1724.0,3,1978,0,0,0,1,3.49,876036.0
5,5.0,3524,6882.0,1,1986,0,0,0,1,2.63,1044792.0
4,4.0,3398,7331.0,1,1997,1,0,0,1,6.5,1010028.0
6,5.0,4162,3473.0,1,1934,0,1,0,1,7.58,1122331.0
3,3.0,1449,6770.0,1,2012,1,1,0,0,10.69,530325.0
5,5.0,3716,1755.0,1,2011,1,0,0,1,9.02,1028984.0
3,3.5,2864,5074.0,1,1984,0,0,0,1,14.18,833692.0
2,3.0,2086,1563.0,1,2022,0,0,1,1,11.76,548702.0
3,4.0,1958,2549.0,1,2023,0,1,1,1,1.87,725431.0
2,3.0,1231,6702.0,1,2004,1,1,0,1,3.24,533065.0
3,4.0,2522,4335.0,1,2012,1,1,0,1,9.53,770792.0
3,3.0,2155,5435.0,1,2023,1,0,1,0,18.44,631783.0
5,5.0,3643,1745.0,1,1997,0,0,0,1,9.84,976349.0
4,4.0,3183,3979.0,1,1998,1,0,0,0,19.22,811503.0
3,3.0,1586,3203.0,2,1935,1,0,0,0,24.86,393527.0
2,2.0,1052,2645.0,1,1928,1,1,0,1,4.68,469326.0
1,1.5,600,3521.0,2,2015,0,1,1,0,19.86,250000.0
2,3.0,1942,2232.0,1,1982,1,0,0,1,5.85,614903.0
3,3.5,2342,7397.0,1,1931,0,0,0,1,6.92,741070.0
4,4.0,3313,6487.0,3,1979,0,0,0,1,11.69,1107453.0
3,3.0,1818,2447.0,1,1935,1,0,0,1,6.44,579343.0
4,4.0,2580,2139.0,1,1956,1,1,0,1,11.27,760390.0
5,5.0,3852,1507.0,1,2004,1,0,0,1,10.29,1030445.0
3,3.5,2401,2198.0,2,1984,1,0,0,1,3.25,751635.0
5,5.0,3908,1577.0,2,1976,0,0,0,0,18.41,961295.0
3,3.5,2064,3412.0,1,1997,1,1,0,1,7.2,608938.0
